articleid;subarticleid;articlename;external_str_id;ecrlongname;ecrsectionid;sectionname;articlebarcode;unitname;sectiontype;rest;flgbase;subarticlebarcode;flg_disable;flg_disable_name;preparemoment_name;baseprice;ecological_class;articletype;article_type_name;tax_system;tag_1212;tag_1162;tag_1162_name;subarticle_marking;subarticle_marking_name;has_any_bc_marking;has_mrc;isloto;class_path;strpath
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;2;СОП.ТОВАРЫ
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;2;СОП.ТОВАРЫ
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1004783.1004809.200308;Сопутствующий бизнес New/CAFÉ/Общественное питание/Общественное питание 200308
;;;;;;;;;;;;;;;;;;;;;7;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;1;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;7;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;1;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;7;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;1;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;2;СОП.ТОВАРЫ
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;2;СОП.ТОВАРЫ
;;;;;;;;;;;;;;;;;;;;;7;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;1;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;7;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;1;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;7;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;1;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;7;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;1;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;7;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;1;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204.100418;Сопутствующий бизнес New/Cafe/Ингридиенты 100418
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1004783.1004809.200308;Сопутствующий бизнес New/CAFÉ/Общественное питание/Общественное питание 200308
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;Да;UMCTOG_DataMatrixTobacco;1;0;2;СОП.ТОВАРЫ
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;1;0;2;СОП.ТОВАРЫ
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;1;0;1004614.1004828.1000352;Сопутствующий бизнес New/NON-FOOD/AutotestFuel
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;1;0;1004614.1004783.1004809.200308;Сопутствующий бизнес New/CAFÉ/Общественное питание/Общественное питание 200308
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;1;0;1004614.1004783.1004809.200308;Сопутствующий бизнес New/CAFÉ/Общественное питание/Общественное питание 200308
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1004783.1004809.200308;Сопутствующий бизнес New/CAFÉ/Общественное питание/Общественное питание 200308
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;2;СОП.ТОВАРЫ
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;7;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;1;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;7;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;1;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;7;UMCTOG_DataMatrixTobacco;Да;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;1;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;7;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;1;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;7;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;1;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;7;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;1;1004614.1004828.1004834.1005971;Сопутствующий бизнес New/NON-FOOD/Лотерея/Столото
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;10;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;Да;UMCTOG_DataMatrixTobacco;0;0;1004614.1004609.3007835.3007857.1004627;Сопутствующий бизнес New/FOOD/Табачные изделия/Сигареты/Сигареты прочие
;;;;;;;;;;;;;;;;;;;;;10;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;0;0;1004614.1004609.3007835.3007857.1004627;Сопутствующий бизнес New/FOOD/Табачные изделия/Сигареты/Сигареты прочие
;;;;;;;;;;;;;;;;;;;;;10;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;0;0;1004614.1004609.3007835.3007857.1004627;Сопутствующий бизнес New/FOOD/Табачные изделия/Сигареты/Сигареты прочие
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;2;СОП.ТОВАРЫ
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;2;СОП.ТОВАРЫ
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;2;СОП.ТОВАРЫ
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;Да;UMCTOG_DataMatrixTobacco;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;Да;UMCTOG_DataMatrixTobacco;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;2;СОП.ТОВАРЫ
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;2;СОП.ТОВАРЫ
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;Да;UMCTOG_DataMatrixTobacco;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1000009784;Ящик
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1000009784;Ящик
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;8;УСЛУГИ
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;2;СОП.ТОВАРЫ
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;Да;UMCTOG_DataMatrixTobacco;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;Да;UMCTOG_DataMatrixTobacco;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_DataMatrixTobacco;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
;;;;;;;;;;;;;;;;;;;;;NULL;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;Нет;UMCTOG_NotMarked;0;0;1004614.1000204;Сопутствующий бизнес New/Cafe
